adress,gu,dong,name,count,lat,long,years,sep_years
서교동 453-14,마포구,서교동,엘림,1,37.5577119,126.9158239,2002,10~20년
합정동 467,마포구,합정동,동원한강파크빌,2,37.5450529,126.9124528,2003,10~20년
합정동 400-6,마포구,합정동,삼성강변,2,37.5489061,126.9071255,1998,20~30년
연희동 169-9,서대문구,연희동,에코빌리지,1,37.5791045,126.9352548,2009,10년미만
연희동 743,서대문구,연희동,우국한마음,1,37.5486748,126.672447,2005,10~20년
연희동 81-6,서대문구,연희동,제이아델리아,1,37.5721961,126.9344329,2003,10~20년
홍은동 150-13,서대문구,홍은동,신계,4,37.5969389,126.9410999,2003,10~20년
홍제동 132-5,서대문구,홍제동,에이원,3,37.5874657,126.9485848,2005,10~20년
반포동 112-15,서초구,반포동,반포에스케이뷰,5,37.4974507,126.9936414,2006,10~20년
반포동 86-5,서초구,반포동,비엥에뜨르,1,37.4949406,126.9994991,2004,10~20년
방배동 449-2,서초구,방배동,다솔,1,37.4774704,126.9843207,2004,10~20년
방배동 460-1,서초구,방배동,덕산럭스,2,37.4808537,126.985669,2002,10~20년
방배동 473-14,서초구,방배동,덕산홈타운,1,37.4775256,126.9853918,2001,10~20년
방배동 804-1,서초구,방배동,리벨루스(804-1),1,37.4931144,126.9943284,2003,10~20년
방배동 755-14,서초구,방배동,리첸시아 방배,7,37.4973099,126.9857055,2010,10년미만
방배동 1-15,서초구,방배동,방배아펠바움,1,37.4952662,126.9942317,2005,10~20년
서초동 1666-14,서초구,서초동,서초녹원,5,37.4925926,127.0174451,1997,20~30년
서초동 1477-1,서초구,서초동,아이파크빌,2,37.4813727,127.0081657,2001,10~20년
양재동 7-39,서초구,양재동,양재테크노5,2,37.4832373,127.0403897,2003,10~20년
사근동 198-1,성동구,사근동,드림시드,2,37.5610695,127.0485967,2005,10~20년
하왕십리동 1071,성동구,하왕십리동,왕십리자이,2,37.5689559,127.0279598,2017,10년미만
가락동 164-1,송파구,가락동,골드팰리스아파트,2,35.1860762,128.8997632,2007,10~20년
가락동 130-14,송파구,가락동,신한빌라트-신한미지엔,2,37.4941726,127.1262262,1997,20~30년
방이동 107-18,송파구,방이동,뉴파크플러스,1,37.5124525,127.112945,2006,10~20년
방이동 185,송파구,방이동,인택파크랜드,1,37.5112987,127.1269168,2004,10~20년
오금동 119-5,송파구,오금동,다성이즈빌,1,37.5039991,127.1400357,2017,10년미만
오금동 75,송파구,오금동,다성이즈빌클래식,1,37.5048672,127.1360128,2003,10~20년
오금동 118-23,송파구,오금동,명성화인캐슬,1,37.504058,127.1405813,2003,10~20년
오금동 54-1,송파구,오금동,혜성공원(101동),1,37.501977,127.1320108,1992,20~30년
풍납동 271-3,송파구,풍납동,신아,1,37.5311865,127.112386,2008,10~20년
목동 315-5,양천구,목동,삼도2,1,37.5422764,126.8685846,2002,10~20년
목동 135-6,양천구,목동,효원빌라트,1,37.5447975,126.8823963,1994,20~30년
신월동 45-3,양천구,신월동,덕수펠리체(45),1,37.5371561,126.8269664,2010,10년미만
신월동 203-20,양천구,신월동,주남헤븐107동,1,37.530246,126.830135,2006,10~20년
신정동 992-1,양천구,신정동,보성주상복합,1,37.5257187,126.863194,1996,20~30년
대림동 687-3,영등포구,대림동,다청림 101동,1,37.5000472,126.8991422,2008,10~20년
영등포동7가 94-41,영등포구,영등포동7가,삼성,2,37.5260098,126.909944,1997,20~30년
동빙고동 1-14,용산구,동빙고동,현대플래티앙2,2,37.5265171,126.9966587,2004,10~20년
원효로1가 17-5,용산구,원효로1가,로얄카운티-2,1,37.5415309,126.9665432,2006,10~20년
후암동 244-88,용산구,후암동,힐튼빌리지2차,2,37.5493423,126.9783793,2002,10~20년
갈현동 521-2,은평구,갈현동,명성,1,37.616107,126.9109713,2003,10~20년
구산동 199-24,은평구,구산동,신호(199-24),2,37.6128866,126.913099,2008,10~20년
대조동 4-11,은평구,대조동,벽산 메트로시티,1,37.6115129,126.9278182,2012,10년미만
불광동 645,은평구,불광동,불광롯데캐슬,1,37.6183087,126.9390451,2013,10년미만
불광동 8-51,은평구,불광동,월드그린,2,37.6143144,126.9334119,2003,10~20년
불광동 484-56,은평구,불광동,정익제이원(4차),2,37.6209168,126.9205909,2015,10년미만
불광동 484-60,은평구,불광동,제이타워,1,37.6205573,126.9208883,2013,10년미만
불광동 16-61,은평구,불광동,태양아파트,2,37.6206908,126.9321994,2004,10~20년
신사동 39-4,은평구,신사동,명남(39-4),1,37.5943223,126.9114837,2003,10~20년
신사동 200-28,은평구,신사동,성현,2,37.5944708,126.9084501,2002,10~20년
신사동 11-22,은평구,신사동,연세,1,37.6010808,126.9086458,2002,10~20년
역촌동 234,은평구,역촌동,개성팰리스,2,37.6044517,126.9169535,2012,10년미만
역촌동 1-30,은평구,역촌동,역촌아파트,1,37.6099829,126.9177441,2001,10~20년
역촌동 19-3,은평구,역촌동,역촌월드,2,37.606732,126.9198095,2003,10~20년
응암동 81-173,은평구,응암동,더 위일,12,37.6011049,126.9292847,2017,10년미만
응암동 109-22,은평구,응암동,드림캐시아2,1,37.5988028,126.9208742,2011,10년미만
응암동 365-35,은평구,응암동,모아(365-35),1,37.5913918,126.9188027,2006,10~20년
증산동 177-20,은평구,증산동,선정(177),1,37.581179,126.9060244,2003,10~20년
진관동 64,은평구,진관동,힐데스하임,2,37.6375566,126.9122242,2017,10년미만
구기동 95-1,종로구,구기동,렉스팰리스,1,37.6068855,126.9573119,2005,10~20년
수송동 85,종로구,수송동,로얄팰리스스위트,1,37.5749752,126.9812194,2005,10~20년
창신동 23-76,종로구,창신동,브라운스톤창신,2,37.5773353,127.015016,2006,10~20년
신당동 67-129,중구,신당동,뉴그린,1,37.5622664,127.02054,2006,10~20년
황학동 846,중구,황학동,신당블루카운티,3,37.566196,127.0226245,2016,10년미만
면목동 1512,중랑구,면목동,형진,2,37.5863898,127.0750343,1997,20~30년
묵동 121-302,중랑구,묵동,하늘빛아파트,1,37.6142758,127.0808882,2011,10년미만
상봉동 128-10,중랑구,상봉동,SG타워,1,37.5936445,127.0798171,2004,10~20년
신내동 495-42,중랑구,신내동,신천빌리지,1,37.5996906,127.0959279,2003,10~20년
신내동 493-158,중랑구,신내동,월드,2,37.6003561,127.0991711,1998,20~30년
중화동 307-76,중랑구,중화동,강오(A동),1,37.6039958,127.0784575,2004,10~20년
중화동 110-26,중랑구,중화동,로얄,2,37.6009677,127.0824189,2003,10~20년
개포동 176-1,강남구,개포동,상지리츠빌,1,37.4871869,127.0602688,2004,10~20년
논현동 104-23,강남구,논현동,케이씨빌,2,37.5189945,127.0387238,2004,10~20년
논현동 46-2,강남구,논현동,힐스빌7,1,37.5132249,127.0228893,2003,10~20년
대치동 1015-6,강남구,대치동,대치하나빌,2,37.4970005,127.0584811,2003,10~20년
도곡동 950-19,강남구,도곡동,조이너스 도곡,1,37.4869498,127.0351034,2008,10~20년
삼성동 64-5,강남구,삼성동,아델하우스,1,37.5169835,127.0524576,2008,10~20년
신사동 550-7,강남구,신사동,체리빌,1,37.5237606,127.0240495,2003,10~20년
역삼동 778-5,강남구,역삼동,쎄비앙 102동,1,37.4955878,127.0429209,2007,10~20년
역삼동 831-45,강남구,역삼동,에스케이허브젠,1,37.4936281,127.0309928,2005,10~20년
역삼동 706-11,강남구,역삼동,우림루미아트1,2,37.502153,127.0437204,2004,10~20년
역삼동 728-45,강남구,역삼동,현대이스트빌,1,37.4984318,127.0410627,1999,10~20년
청담동 134-16,강남구,청담동,신동아,2,37.5229673,127.0586448,1992,20~30년
청담동 59-16,강남구,청담동,연세빌라(59-16),1,37.5224909,127.0520327,2000,10~20년
청담동 67-1,강남구,청담동,청담린든그로브,1,37.52275,127.0536675,2017,10년미만
길동 380-18,강동구,길동,광남(380-18),1,37.5384976,127.1385432,2003,10~20년
길동 380-6,강동구,길동,광남(380-6),1,37.5386782,127.1385886,2003,10~20년
길동 385-1,강동구,길동,예건타워빌,1,37.5384892,127.136898,2005,10~20년
성내동 443-21,강동구,성내동,갑지하이린,2,37.5241702,127.1321667,2001,10~20년
성내동 510-1,강동구,성내동,광남캐스빌(510-1),2,37.5316931,127.1289884,2002,10~20년
성내동 420-16,강동구,성내동,대주그린빌,1,37.5295863,127.1312972,2003,10~20년
성내동 438,강동구,성내동,한솔애리즈501동,2,37.5257287,127.1327403,2004,10~20년
성내동 468-6,강동구,성내동,현대코럴,1,37.5251705,127.1264418,1999,10~20년
암사동 503-6,강동구,암사동,대은팰리스뷰(102),2,37.5520322,127.1273575,2007,10~20년
천호동 340-6,강동구,천호동,다성씨티,1,37.5424161,127.1235814,2002,10~20년
천호동 54-7,강동구,천호동,율전에버그린,1,37.5419422,127.1390162,2007,10~20년
번동 410-32,강북구,번동,더조은홈,1,37.6357267,127.0328689,2010,10년미만
내발산동 711-1,강서구,내발산동,보람하이빌,1,37.5505905,126.8325151,2001,10~20년
방화동 168-38,강서구,방화동,한림리첸빌101동,1,37.5730939,126.8181515,2005,10~20년
화곡동 897-2,강서구,화곡동,루체비스타,2,37.5303317,126.8490268,2017,10년미만
화곡동 1087-5,강서구,화곡동,원흥타운,1,37.5385304,126.8354505,1996,20~30년
화곡동 24-123,강서구,화곡동,화성파크빌,1,37.545881,126.8460085,2003,10~20년
남현동 1072-50,관악구,남현동,노블스톤,1,37.4730921,126.9734703,2004,10~20년
봉천동 1152,관악구,봉천동,관악푸르지오102동,1,36.1419714,128.214812,2004,10~20년
봉천동 1615-17,관악구,봉천동,반석블레스빌,2,37.4759205,126.9547634,2002,10~20년
봉천동 1697,관악구,봉천동,선경,1,37.4797881,126.9491038,1996,20~30년
봉천동 196-215,관악구,봉천동,에이스인헌,1,37.4726525,126.964908,2009,10년미만
봉천동 1644-31,관악구,봉천동,휴먼아파트 B,1,37.4740919,126.9686585,2003,10~20년
신림동 1484-10,관악구,신림동,CLOUD APT,1,37.4809607,126.9116277,2017,10년미만
신림동 1421-1,관악구,신림동,신림큐브,1,37.4856211,126.9321834,2015,10년미만
신림동 763,관악구,신림동,한라타운아파트,5,37.4765417,126.9152192,2001,10~20년
광장동 125,광진구,광장동,신성미소씨티,2,37.5500795,127.1098375,2005,10~20년
구의동 198-5,광진구,구의동,"강변아파트, (구)거화르네상스",2,37.5398976,127.0954825,2004,10~20년
구의동 590-7,광진구,구의동,나크빌라트,1,37.5359686,127.0899166,2002,10~20년
구의동 31-9,광진구,구의동,동우아파트,1,37.5524815,127.0930081,2011,10년미만
자양동 498-2,광진구,자양동,골든리버파크,1,37.5326305,127.0706388,2004,10~20년
자양동 645-1,광진구,자양동,자양동삼성,1,37.5285662,127.0822,2001,10~20년
중곡동 109-13,광진구,중곡동,삼성로얄2,1,37.5550453,127.0922278,2002,10~20년
중곡동 683,광진구,중곡동,중곡동광덕,3,37.5684252,127.0793509,2002,10~20년
구로동 742-66,구로구,구로동,(742-66),1,37.4891265,126.8872145,1996,20~30년
구로동 743-37,구로구,구로동,(743-37),1,37.4884629,126.8868806,1996,20~30년
구로동 743-52,구로구,구로동,(743-52),1,37.4889356,126.8869336,1995,20~30년
구로동 744-48,구로구,구로동,(744-48),1,37.4879136,126.8862409,1995,20~30년
구로동 779-3,구로구,구로동,(779-3),1,37.4873601,126.8897589,1997,20~30년
구로동 780-31,구로구,구로동,(780-31),1,37.4871307,126.888938,1997,20~30년
구로동 791-62,구로구,구로동,(791-62),2,37.4860344,126.8893489,1997,20~30년
구로동 317-8,구로구,구로동,골드마인(가동),1,37.4927702,126.8885378,2004,10~20년
구로동 317-213,구로구,구로동,골드마인(나동),1,37.4927956,126.8887455,2004,10~20년
구로동 799-1,구로구,구로동,대성,1,37.4856061,126.887874,1995,20~30년
구로동 97-10,구로구,구로동,우진체리쉬,2,37.4960778,126.8918826,2005,10~20년
구로동 748-43,구로구,구로동,정창빌라,1,37.4864931,126.8871507,1996,20~30년
독산동 183-1,금천구,독산동,독산동아,2,37.4697278,126.9062094,1997,20~30년
독산동 889-36,금천구,독산동,장미B,1,37.4767938,126.9067927,2000,10~20년
공릉동 586-15,노원구,공릉동,보람노블레스아파트,1,37.621656,127.0769391,2006,10~20년
공릉동 568-6,노원구,공릉동,씨엠아파트,1,37.6226914,127.0732763,2006,10~20년
공릉동 690-23,노원구,공릉동,탑스빌아파트(102동),1,37.6170774,127.0725259,2006,10~20년
쌍문동 139-52,도봉구,쌍문동,신동아,1,37.649738,127.0310441,1992,20~30년
쌍문동 713,도봉구,쌍문동,에덴,2,37.6604107,127.0396392,2001,10~20년
장안동 400-3,동대문구,장안동,(해오름),2,37.5655756,127.0646085,2006,10~20년
장안동 415-14,동대문구,장안동,가우디캐슬,1,37.562497,127.0618104,2016,10년미만
장안동 334-5,동대문구,장안동,공감대4차(334-5),1,37.5714732,127.0755087,2004,10~20년
장안동 313-8,동대문구,장안동,르메이에르7차(313-8),1,37.5781113,127.0727763,2005,10~20년
장안동 382-2,동대문구,장안동,제이드파크(382-2),1,37.5698958,127.0690146,2014,10년미만
제기동 1158-40,동대문구,제기동,어반넥서스,1,37.5787925,127.0336805,2016,10년미만
사당동 138-3,동작구,사당동,이수프라자,1,37.4862754,126.9802327,2004,10~20년
상도1동 466,동작구,상도1동,노블리움(466-0),1,37.5027923,126.9503818,2003,10~20년
상도1동 311-1,동작구,상도1동,한주에코,1,37.5005148,126.9527525,2003,10~20년
동교동 200-38,마포구,동교동,광남벨라스 1동,1,37.5584586,126.9227874,2003,10~20년
망원동 418-29,마포구,망원동,예향,2,37.5557276,126.9003088,2001,10~20년
망원동 505,마포구,망원동,함성드림빌,1,37.5595451,126.9001893,2004,10~20년
상암동 34-51,마포구,상암동,예인하우스,1,37.5745853,126.8944244,2012,10년미만
서교동 247-28,마포구,서교동,기정MAY(247-28),1,37.558047,126.9162039,2004,10~20년
성산동 249-21,마포구,성산동,해피존,1,37.5595433,126.9100985,2002,10~20년
북가좌동 3-33,서대문구,북가좌동,성암,1,37.5821827,126.9200171,2003,10~20년
북가좌동 5-22,서대문구,북가좌동,투데이,2,37.5818076,126.9192945,2003,10~20년
북아현동 136-21,서대문구,북아현동,e편한세상신촌4단지,2,37.5577944,126.9553525,2017,10년미만
북아현동 187-12,서대문구,북아현동,북아현2차,1,37.5643792,126.9527171,2001,10~20년
북아현동 1-1836,서대문구,북아현동,조은2차,2,37.5634005,126.9555402,2004,10~20년
충정로3가 1-37,서대문구,충정로3가,동호,1,37.56426,126.961044,2003,10~20년
홍제동 312-248,서대문구,홍제동,동일4차,1,37.5859328,126.9412989,2003,10~20년
홍제동 104-20,서대문구,홍제동,안산맨숀,2,37.5846142,126.9491163,1972,30년이상
반포동 47-4,서초구,반포동,그린피아,1,37.4985215,127.0097744,2003,10~20년
반포동 111-11,서초구,반포동,대우멤버스카운티I,1,37.4979651,126.9951138,2003,10~20년
반포동 577-35,서초구,반포동,몽마르뜨파크,1,37.4939424,127.0005788,2005,10~20년
반포동 71-3,서초구,반포동,반포TS프리우스,1,37.4983055,127.0000751,2005,10~20년
방배동 864-7,서초구,방배동,골드아트빌,1,37.4867137,126.9855084,2009,10년미만
방배동 926-7,서초구,방배동,그린,1,37.4847028,126.9940748,2003,10~20년
방배동 481-11,서초구,방배동,방배엔스위트,1,37.4758554,126.9879616,2004,10~20년
방배동 1006-1,서초구,방배동,서초이에스에이3차,5,37.4789394,127.0058552,2002,10~20년
방배동 845-1,서초구,방배동,성지라빌레뜨(845-1),1,37.4925115,126.9968571,2004,10~20년
방배동 841-2,서초구,방배동,판테옹빌라,1,37.4915528,126.9937884,2002,10~20년
방배동 799-5,서초구,방배동,힐스나인빌리지,1,37.4930759,126.9972125,2012,10년미만
서초동 1492-4,서초구,서초동,로얄스위트서초빌라,1,37.4846909,127.0035175,2005,10~20년
서초동 1451-89,서초구,서초동,서초동도시형생활주택,1,37.481645,127.013457,2013,10년미만
서초동 1607-6,서초구,서초동,풍림아이원(101동),2,37.4880096,127.0235005,2004,10~20년
양재동 6-19,서초구,양재동,드림팰리스103동,1,37.4819287,127.0416931,2004,10~20년
하왕십리동 845,성동구,하왕십리동,한진그랑빌,2,37.5689559,127.0279598,2001,10~20년
동선동3가 257,성북구,동선동3가,태극에버빌,2,37.5958357,127.0216617,2003,10~20년
삼선동3가 18-2,성북구,삼선동3가,성종그린,2,37.587913,127.0133424,2002,10~20년
가락동 196,송파구,가락동,동궁리치웰(102동),1,35.1861186,128.901695,2005,10~20년
가락동 11-3,송파구,가락동,씨티빌,1,37.5018218,127.1262355,2003,10~20년
가락동 177-7,송파구,가락동,주성드림아파트,1,35.2049084,128.8814712,2003,10~20년
방이동 104-4,송파구,방이동,아크로빌,1,37.5119479,127.1116355,1998,20~30년
방이동 134-5,송파구,방이동,해동아파트(134-5),1,37.5105984,127.1197277,2007,10~20년
석촌동 224-3,송파구,석촌동,서원102동,1,37.4980459,127.0994154,2003,10~20년
석촌동 216-4,송파구,석촌동,석촌,2,37.5001313,127.0982866,2002,10~20년
송파동 173-1,송파구,송파동,각산,2,37.5020841,127.1169255,2002,10~20년
오금동 29-5,송파구,오금동,오륜파크빌,2,37.5075224,127.1319296,2005,10~20년
장지동 897,송파구,장지동,위례중앙푸르지오1단지,1,37.4773867,127.1285282,2016,10년미만
장지동 883,송파구,장지동,힐스테이트송파위례,1,37.4773867,127.1285282,2016,10년미만
목동 907-14,양천구,목동,벽산미라지타워,7,37.5358614,126.8794872,1999,10~20년
신월동 507-1,양천구,신월동,대림(주상복합),1,37.5227376,126.8462429,1998,20~30년
신월동 559-5,양천구,신월동,삼동5,1,37.5146726,126.8411898,1997,20~30년
신월동 140-23,양천구,신월동,은하아파트,1,37.5337289,126.8308059,1993,20~30년
신월동 166-27,양천구,신월동,훼미리주상복합,1,37.5346666,126.8283303,2004,10~20년
신월동 545-2,양천구,신월동,흥인아이젠,4,37.5177483,126.8407768,2011,10년미만
신정동 927-4,양천구,신정동,예지보금자리(102동),1,37.5269026,126.8534035,2004,10~20년
신정동 1218-1,양천구,신정동,일진아이윌,1,37.5181644,126.8486854,2005,10~20년
당산동 121-215,영등포구,당산동,대우,1,37.5257333,126.9076062,2000,10~20년
신길동 166-45,영등포구,신길동,광산로얄,1,37.5129487,126.9161449,2004,10~20년
영등포동7가 145-8,영등포구,영등포동7가,아크로타워스퀘어,4,37.5236918,126.9070511,2017,10년미만
한강로3가 65-500,용산구,한강로3가,철우,1,37.5234371,126.969215,1978,30년이상
한남동 26-5,용산구,한남동,트윈빌 에이동,1,37.5339358,127.0103778,2008,10~20년
효창동 272,용산구,효창동,효창베네스,2,37.5421507,126.9591443,2002,10~20년
갈현동 276-37,은평구,갈현동,천지,1,37.622418,126.9150049,2002,10~20년
구산동 169-1,은평구,구산동,한성산장,1,37.6091397,126.9068087,1992,20~30년
녹번동 71-8,은평구,녹번동,청솔아파트,1,37.5993759,126.9381686,2005,10~20년
대조동 4-6,은평구,대조동,정익제이원,1,37.6116545,126.9281299,2014,10년미만
대조동 186-12,은평구,대조동,정익제이원6차,2,37.6174876,126.9218842,2017,10년미만
대조동 87-30,은평구,대조동,초원넥스빌,2,37.6127776,126.9227326,2007,10~20년
불광동 483-11,은평구,불광동,해피플러스1,1,37.6238353,126.9202066,2005,10~20년
신사동 277-19,은평구,신사동,뉴서울(277-19),1,37.5995833,126.9070935,2003,10~20년
신사동 277-2,은평구,신사동,뉴서울(277-2),2,37.599547,126.9068721,2003,10~20년
신사동 338-7,은평구,신사동,뉴월드,1,37.5898877,126.9125945,2004,10~20년
신사동 35-2,은평구,신사동,선정(35-2),1,37.5943545,126.9139099,2006,10~20년
역촌동 59-18,은평구,역촌동,만민라이프(B동),1,37.6054523,126.9134042,2004,10~20년
응암동 368-6,은평구,응암동,청안파인,1,37.5907619,126.9181086,2012,10년미만
증산동 220-1,은평구,증산동,덕원,2,37.5787792,126.9035632,1997,20~30년
증산동 251,은평구,증산동,선정(178),1,37.5797931,126.9048469,2002,10~20년
동숭동 4-157,종로구,동숭동,동성아파트(2동),1,37.5834465,127.0061348,1999,10~20년
신교동 6-13,종로구,신교동,신현(101동),1,37.5835187,126.9679297,2002,10~20년
신당동 404-2,중구,신당동,란스미어,1,37.5600952,127.0116086,2003,10~20년
신당동 1050,중구,신당동,한진그랑빌,3,36.15024,128.4241795,2001,10~20년
을지로5가 39-1,중구,을지로5가,삼성파크빌(39-1),1,37.5671416,127.0027496,2006,10~20년
면목동 390-24,중랑구,면목동,공감대(390-24),1,37.5737661,127.0841452,2005,10~20년
면목동 136-2,중랑구,면목동,그린캐슬APT,1,37.5907341,127.0831696,2005,10~20년
면목동 499-42,중랑구,면목동,삼일,1,37.5836843,127.0880487,1994,20~30년
면목동 138-62,중랑구,면목동,한강훼미리(138-62),1,37.5890844,127.0841126,2004,10~20년
상봉동 284-11,중랑구,상봉동,동일스카이시티 101동,1,37.6020019,127.0896111,2009,10년미만
신내동 1,중랑구,신내동,건영1,1,37.6134479,127.1035122,1984,30년이상
개포동 172-3,강남구,개포동,현대,1,37.4842818,127.0601356,1987,30년이상
논현동 103-11,강남구,논현동,골든캐슬,1,37.5196379,127.0388377,2009,10년미만
대치동 901-51,강남구,대치동,메트로,1,37.5029473,127.0554206,2002,10~20년
대치동 941-13,강남구,대치동,한양팰리스,2,37.499162,127.0597139,2004,10~20년
대치동 950-5,강남구,대치동,화인하이빌,1,37.5063835,127.0624939,2004,10~20년
삼성동 5-3,강남구,삼성동,골든카운티,1,37.5169467,127.0464287,2004,10~20년
역삼동 783-28,강남구,역삼동,갤러리아트,2,37.4942113,127.0437391,2002,10~20년
역삼동 791-23,강남구,역삼동,세종빌라트,1,37.4941423,127.0387812,1998,20~30년
역삼동 835-12,강남구,역삼동,역삼르비앙1,1,37.4917452,127.0353256,2003,10~20년
청담동 94,강남구,청담동,이니그마빌,1,37.525504,127.0435401,2001,10~20년
청담동 44-21,강남구,청담동,청담3차이편한세상,2,37.5185448,127.0455995,2007,10~20년
명일동 351-5,강동구,명일동,다성씨티(1차),1,37.5451701,127.1448896,2002,10~20년
성내동 423-64,강동구,성내동,다성이즈빌,1,37.5278888,127.1317955,2017,10년미만
성내동 454-15,강동구,성내동,대은팰리스뷰,1,37.5283929,127.1210109,2006,10~20년
암사동 492-28,강동구,암사동,라움(492-28),1,37.5501691,127.1315586,2006,10~20년
미아동 198-27,강북구,미아동,보람빌라트,1,37.6270661,127.0283828,2001,10~20년
수유동 281-51,강북구,수유동,부강쉐르빌,1,37.6461399,127.0142509,2002,10~20년
수유동 697-1,강북구,수유동,은석,1,37.6488943,127.0152253,2003,10~20년
우이동 5-5,강북구,우이동,두온리치벨리,1,37.6624689,127.0133549,2004,10~20년
내발산동 693,강서구,내발산동,천우네오젠(693),1,37.5512263,126.8306639,2006,10~20년
염창동 266,강서구,염창동,밝은햇살,1,37.551104,126.8699179,2005,10~20년
화곡동 29-68,강서구,화곡동,거성훼미리(29-68),2,37.5463667,126.8484102,2001,10~20년
화곡동 346-35,강서구,화곡동,동호그린,1,37.5309122,126.844438,2003,10~20년
화곡동 928-27,강서구,화곡동,로얄홈타운(103동),2,37.5286088,126.8407219,2012,10년미만
화곡동 392-57,강서구,화곡동,블루힐,1,37.5321567,126.8494411,2005,10~20년
화곡동 911-10,강서구,화곡동,삼성홈타운,2,37.5274813,126.8436379,2015,10년미만
화곡동 1142,강서구,화곡동,성삼하이츠,2,37.5340507,126.8630302,2004,10~20년
화곡동 917-4,강서구,화곡동,세림아파트,1,37.5298071,126.8439402,2016,10년미만
화곡동 1018-32,강서구,화곡동,수산동우,2,37.5436189,126.8331195,2005,10~20년
화곡동 353-27,강서구,화곡동,우성(353-27),2,37.5334074,126.8428143,2002,10~20년
남현동 602-17,관악구,남현동,다청림 라인씨티,2,37.4745705,126.9808236,2016,10년미만
봉천동 148-129,관악구,봉천동,관악미래가,2,37.4793251,126.9637045,2004,10~20년
봉천동 1690-159,관악구,봉천동,낙성대늘푸른2차,1,37.4759563,126.9671349,2006,10~20년
신림동 518-19,관악구,신림동,신림동이모르젠,1,37.4860268,126.9122553,2003,10~20년
화양동 530,광진구,화양동,씨즈 건대힐스,15,37.4573257,127.4843056,2017,10년미만
개봉동 306-3,구로구,개봉동,신세기,2,37.4937741,126.8532938,2003,10~20년
개봉동 318-36,구로구,개봉동,신양지(가동),1,37.493343,126.8512118,2004,10~20년
구로동 743-10,구로구,구로동,(743-10),3,37.4885543,126.8872027,1994,20~30년
구로동 751-32,구로구,구로동,(751-32),1,37.4882042,126.8873492,1996,20~30년
구로동 797-15,구로구,구로동,(797-15),1,37.4845704,126.889366,1995,20~30년
구로동 803-13,구로구,구로동,(803-13)구로아트빌라8,1,37.4861041,126.8867935,1997,20~30년
구로동 807-16,구로구,구로동,(807-16),1,37.4863327,126.8856243,1998,20~30년
구로동 748-14,구로구,구로동,영광빌라,1,37.486991,126.8874961,1999,10~20년
구로동 806-83,구로구,구로동,제일,1,37.4862423,126.8861662,1987,30년이상
독산동 889-26,금천구,독산동,장미A,1,37.4767687,126.906611,2000,10~20년
독산동 917-3,금천구,독산동,해찬,1,37.4689935,126.9067921,2003,10~20년
시흥동 796-43,금천구,시흥동,한빛로얄(796-43),1,37.4616575,126.9098514,2003,10~20년
시흥동 960-6,금천구,시흥동,힐캐슬,1,37.4391189,126.9053849,2012,10년미만
공릉동 750,노원구,공릉동,녹주아파트,1,37.6204142,127.0727892,2002,10~20년
공릉동 351-2,노원구,공릉동,주완위즈빌,1,37.6234435,127.0787646,2004,10~20년
상계동 1280,노원구,상계동,희락,2,37.6711378,127.0572274,1997,20~30년
창동 581-74,도봉구,창동,청하아파트B동,3,37.6394008,127.0381206,2005,10~20년
창동 443-4,도봉구,창동,파크힐,1,37.6416387,127.0411896,2013,10년미만
장안동 312-7,동대문구,장안동,SM이로빌5차(312-7),1,37.5767427,127.072663,2004,10~20년
장안동 374-9,동대문구,장안동,가우디캐슬(374-9),2,37.5682531,127.0684328,2016,10년미만
장안동 344-5,동대문구,장안동,선일크라시아,1,37.5709206,127.0721522,2008,10~20년
노량진동 315-13,동작구,노량진동,벧엘ForZoom,3,37.5065401,126.938424,2005,10~20년
노량진동 314-86,동작구,노량진동,실크,2,37.5067979,126.9373334,2001,10~20년
사당동 180-26,동작구,사당동,삼성그린101동,1,37.491372,126.9695733,2001,10~20년
사당동 1145,동작구,사당동,장은해그린,3,37.4918874,126.9633953,2004,10~20년
상도동 410,동작구,상도동,현대 201동,3,37.4931478,126.9615222,1995,20~30년
망원동 382-3,마포구,망원동,해오름,1,37.5543292,126.9075895,2011,10년미만
상수동 394,마포구,상수동,신구강변연가,2,37.5447116,126.9263484,2004,10~20년
연남동 250-8,마포구,연남동,서암,2,37.5641549,126.9221903,2004,10~20년
용강동 495-1,마포구,용강동,강변그린,1,37.5420536,126.9373175,1999,10~20년
북가좌동 467,서대문구,북가좌동,서부101동,2,37.5832499,126.9130885,2008,10~20년
북아현동 123-1,서대문구,북아현동,삼우빌라,1,37.5611564,126.9583389,2002,10~20년
홍은동 265-46,서대문구,홍은동,그랜드(B동),1,37.5874527,126.934075,2003,10~20년
홍은동 14-4,서대문구,홍은동,미건스카이빌,1,37.6006482,126.9449962,2003,10~20년
홍제동 458,서대문구,홍제동,조한,1,37.5889462,126.9387368,2000,10~20년
반포동 50-6,서초구,반포동,새서울빌라,1,37.4997676,127.0113888,1994,20~30년
방배동 812-1,서초구,방배동,The H. Herren,1,37.491884,126.9902581,2017,10년미만
방배동 802-2,서초구,방배동,나스빌,1,37.4932431,126.995263,2001,10~20년
방배동 981-40,서초구,방배동,브라운스톤효령,1,37.4795909,126.9956357,2005,10~20년
방배동 840-10,서초구,방배동,빌라도르,1,37.4913415,126.995112,2001,10~20년
서초동 1527-10,서초구,서초동,로얄파크,1,37.4843621,127.0085615,2005,10~20년
