adress,gu,dong,name,count,lat,long,years,sep_years
화곡동 1009-8,강서구,화곡동,타워빌,2,37.5471818,126.8346041,2001,10~20년
화곡동 1155,강서구,화곡동,탑건진선미,8,37.5363128,126.846268,2005,10~20년
화곡동 1140,강서구,화곡동,태영방송인,11,37.5374374,126.8536835,2000,10~20년
화곡동 474-18,강서구,화곡동,푸른숲2차(474-18),4,37.5375114,126.855736,2007,10~20년
화곡동 1149,강서구,화곡동,화곡보람,11,37.5540033,126.8547528,2004,10~20년
화곡동 1091,강서구,화곡동,화곡푸르지오,149,37.5443631,126.8315655,2002,10~20년
남현동 1053-4,관악구,남현동,기아하이츠빌,1,37.4748405,126.9716442,2004,10~20년
남현동 602-163,관악구,남현동,동송하이클래스,1,37.4726006,126.9794473,2003,10~20년
남현동 1085-17,관악구,남현동,솔본,3,37.4738631,126.9774845,2004,10~20년
남현동 1132,관악구,남현동,흥화브라운빌,3,37.4711131,126.9730135,2003,10~20년
봉천동 1700,관악구,봉천동,갑을,8,37.474957,126.9520895,1998,20~30년
봉천동 1701,관악구,봉천동,건영6,11,37.4771165,126.9518479,1999,10~20년
봉천동 1719,관악구,봉천동,관악동부센트레빌,47,37.4871701,126.9509001,2004,10~20년
봉천동 1712,관악구,봉천동,관악드림(동아),297,37.4897544,126.9505066,2003,10~20년
봉천동 1727,관악구,봉천동,관악유앤아이,13,37.4867318,126.9505557,2009,10년미만
봉천동 1726,관악구,봉천동,관악청광플러스원,8,37.4873742,126.9443751,2009,10년미만
봉천동 875-1,관악구,봉천동,관악캠퍼스타워,6,37.481105,126.950276,1998,20~30년
봉천동 1728,관악구,봉천동,관악파크푸르지오,32,36.1356633,128.2049928,2014,10년미만
봉천동 1717,관악구,봉천동,관악푸르지오,173,37.4871804,126.9608381,2004,10~20년
봉천동 1522-33,관악구,봉천동,금강아미움(104동),1,37.4817749,126.9401279,2010,10년미만
봉천동 296,관악구,봉천동,낙성대현대(296),9,37.4749727,126.9593622,1998,20~30년
봉천동 905-10,관악구,봉천동,노블레스,4,37.4852465,126.9419186,2005,10~20년
봉천동 856-1,관악구,봉천동,대우디오슈페리움2단지,15,37.4801549,126.9529757,2007,10~20년
봉천동 1536-2,관악구,봉천동,대원(1536-20),1,37.4788578,126.94048,2003,10~20년
봉천동 1708,관악구,봉천동,두산,166,37.4867442,126.9453733,2000,10~20년
봉천동 729-22,관악구,봉천동,롯데스카이,10,37.4905756,126.9249911,1997,20~30년
봉천동 893-12,관악구,봉천동,마에스트로캠퍼스타운,12,37.4821747,126.9473529,2012,10년미만
봉천동 1531-39,관악구,봉천동,무학,6,37.4810997,126.9387829,1998,20~30년
봉천동 1718,관악구,봉천동,벽산블루밍,218,37.4892615,126.9447409,2005,10~20년
봉천동 1716,관악구,봉천동,벽산타운II,19,37.4925868,126.9460002,2003,10~20년
봉천동 1698-1,관악구,봉천동,보라매삼성,38,37.4939996,126.927872,1996,20~30년
봉천동 1703,관악구,봉천동,봉천동아,102,37.4896844,126.9557273,2000,10~20년
봉천동 180-376,관악구,봉천동,새진5차,3,37.4693525,126.9665102,2005,10~20년
봉천동 1591-2,관악구,봉천동,서울대입구삼성,16,37.4762143,126.9520244,1999,10~20년
봉천동 1729,관악구,봉천동,서희스타힐스,19,37.4794085,126.9535822,2014,10년미만
봉천동 1706,관악구,봉천동,우성,145,37.4850876,126.959439,1996,20~30년
봉천동 1707,관악구,봉천동,은천1,16,37.4713573,126.9648625,2001,10~20년
봉천동 1707-1,관악구,봉천동,은천2단지아파트,22,37.4699634,126.9645494,2000,10~20년
봉천동 1021,관악구,봉천동,일두(1021),31,37.4888365,126.9547045,1985,30년이상
봉천동 863-9,관악구,봉천동,코스모블루,8,37.4798734,126.9518151,2012,10년미만
봉천동 1608-23,관악구,봉천동,푸르빌3차,1,37.4760038,126.9543937,2004,10~20년
봉천동 869-3,관악구,봉천동,프라비다1,16,37.4808752,126.9512889,2012,10년미만
봉천동 867-12,관악구,봉천동,프라비다2,25,37.4796679,126.9504815,2013,10년미만
봉천동 729-32,관악구,봉천동,해태보라매타워,13,37.491172,126.9249803,1996,20~30년
봉천동 1000,관악구,봉천동,현대(관악),127,37.4921791,126.9583387,1992,20~30년
신림동 1703-1,관악구,신림동,LIG 대학마을,68,37.4669806,126.9426441,1996,20~30년
신림동 1644,관악구,신림동,강남,178,37.4839683,126.9050758,1974,30년이상
신림동 746-43,관악구,신림동,건영1,35,37.4763596,126.912461,1984,30년이상
신림동 1735-1,관악구,신림동,관악산휴먼시아 1단지,65,37.4616465,126.9211224,2008,10~20년
신림동 1735,관악구,신림동,관악산휴먼시아 2단지,210,37.4589991,126.9200268,2008,10~20년
신림동 1693,관악구,신림동,국제산장,48,37.460752,126.9277784,1993,20~30년
신림동 1425-7,관악구,신림동,그랜드타워,19,37.4868921,126.9296562,2016,10년미만
신림동 1705,관악구,신림동,금호(1차),14,37.4653866,126.9375129,1997,20~30년
신림동 1695,관악구,신림동,동부,16,37.4804076,126.9293925,1993,20~30년
신림동 1563-85,관악구,신림동,미래,2,37.474296,126.9159718,1997,20~30년
신림동 1714,관악구,신림동,삼성산주공(주공3단지),72,37.4623828,126.9261771,2000,10~20년
신림동 1724,관악구,신림동,서초,5,37.4638885,126.93215,2003,10~20년
신림동 10-622,관악구,신림동,성우,12,37.483515,126.9374405,1998,20~30년
신림동 1736,관악구,신림동,신림2차푸르지오,35,37.4612803,126.9198007,2007,10~20년
신림동 1734,관악구,신림동,신림동부센트레빌,14,37.4731684,126.9163216,2006,10~20년
신림동 1722,관악구,신림동,신림동신도브래뉴,20,37.4836026,126.9115328,2003,10~20년
신림동 1730,관악구,신림동,신림푸르지오,81,37.4791136,126.9104549,2005,10~20년
신림동 1694,관악구,신림동,신림현대,111,37.4751189,126.9325194,1993,20~30년
신림동 534-1,관악구,신림동,아데나,25,37.4857428,126.9118512,2010,10년미만
신림동 1720,관악구,신림동,에셀비전21,4,37.479543,126.9234792,2003,10~20년
신림동 1715,관악구,신림동,우방,15,37.4888427,126.9188498,1999,10~20년
신림동 1727,관악구,신림동,임광관악파크,33,37.469634,126.9191243,2003,10~20년
신림동 1684-7,관악구,신림동,중앙힐 101동,5,37.4733875,126.9124102,2001,10~20년
신림동 86-3,관악구,신림동,청암두산위브센티움,11,37.4825364,126.9302452,2005,10~20년
신림동 1712,관악구,신림동,초원,6,37.4733349,126.9141384,1999,10~20년
신림동 1475-26,관악구,신림동,테라스시티,9,37.4803064,126.9143496,2013,10년미만
신림동 1738-1,관악구,신림동,파로스프라자(1738-1),2,37.4640262,126.919448,2009,10년미만
신림동 255-189,관악구,신림동,현대,28,37.4626176,126.9383251,1987,30년이상
광장동 567,광진구,광장동,광나루현대,35,37.5471261,127.1085599,1996,20~30년
광장동 579,광진구,광장동,광장11현대홈타운,8,37.5432851,127.0974253,2003,10~20년
광장동 582,광진구,광장동,광장힐스테이트,41,37.5478086,127.1052825,2012,10년미만
광장동 218-1,광진구,광장동,극동1,84,37.5433638,127.1044585,1985,30년이상
광장동 578,광진구,광장동,금호베스트빌,23,37.5438202,127.0938905,2001,10~20년
광장동 561,광진구,광장동,삼성광장1,9,37.5414238,127.1029076,1987,30년이상
광장동 570,광진구,광장동,상록타워아파트,7,37.5424185,127.1011248,1997,20~30년
광장동 250,광진구,광장동,신동아파밀리에,40,37.5468759,127.1047922,2002,10~20년
광장동 184-1,광진구,광장동,연세리버빌6차,2,37.5484159,127.1089734,1997,20~30년
광장동 145-8,광진구,광장동,워커힐,27,37.5503268,127.1069113,1978,30년이상
광장동 148-4,광진구,광장동,워커힐푸르지오,41,37.5496546,127.1089338,1987,30년이상
광장동 484,광진구,광장동,현대3,101,37.5406764,127.098826,1996,20~30년
광장동 554-7,광진구,광장동,현대5,48,37.5396716,127.1002287,1989,20~30년
광장동 105,광진구,광장동,현대빌라트,1,37.5516944,127.1103525,1994,20~30년
광장동 577,광진구,광장동,현대파크빌,80,37.5438979,127.1014612,2000,10~20년
구의동 587-54,광진구,구의동,구의현대7단지현대홈타운,33,37.536675,127.0910916,1997,20~30년
구의동 657,광진구,구의동,성동강변파크빌101(강변타워),7,37.5377048,127.092833,2001,10~20년
구의동 658,광진구,구의동,세양,12,37.5375462,127.0937661,2002,10~20년
구의동 662,광진구,구의동,아차산한라아파트,7,37.5539333,127.0971498,2009,10년미만
구의동 663,광진구,구의동,아차산휴먼시아,16,37.5478829,127.0931612,2010,10년미만
구의동 208-52,광진구,구의동,우신,2,37.5414711,127.092114,2003,10~20년
구의동 631-1,광진구,구의동,현대프라임,142,37.5373373,127.0976724,1997,20~30년
군자동 503,광진구,군자동,광진We’vePark,8,37.548396,127.0710724,2008,10~20년
군자동 99,광진구,군자동,일성파크,25,37.5512522,127.0726711,1996,20~30년
자양동 779-11,광진구,자양동,구의역현대하이엘,9,37.5378709,127.0829527,2005,10~20년
자양동 665,광진구,자양동,그린,1,37.5299203,127.0829878,2003,10~20년
자양동 227-7,광진구,자양동,더샵스타시티,106,37.5376127,127.0726183,2007,10~20년
자양동 644,광진구,자양동,로얄동아,33,37.5281282,127.0814858,1999,10~20년
자양동 579,광진구,자양동,우성1,69,37.5342119,127.0745432,1988,30년이상
자양동 520-2,광진구,자양동,우성2,41,37.5332775,127.0738487,1989,20~30년
자양동 578,광진구,자양동,우성4,8,37.5351012,127.0758051,1989,20~30년
자양동 515-1,광진구,자양동,우성6,7,37.5364813,127.0704802,1992,20~30년
자양동 855,광진구,자양동,이튼타워리버3차,31,37.5325759,127.0679308,2007,10~20년
자양동 658-14,광진구,자양동,자양,15,37.532478,127.0844455,1981,30년이상
자양동 761,광진구,자양동,자양2현대,19,37.5341534,127.0706505,1995,20~30년
자양동 645-5,광진구,자양동,자양동현대,30,37.5280113,127.0824489,1993,20~30년
자양동 783-1,광진구,자양동,자양우성7,39,37.5363257,127.0745397,1998,20~30년
자양동 642,광진구,자양동,자양현대5,30,37.5282909,127.0788975,1998,20~30년
자양동 786,광진구,자양동,자양현대6,12,37.5330101,127.0713515,1999,10~20년
자양동 831-1,광진구,자양동,한강성원,14,37.533265,127.0659682,1997,20~30년
자양동 670,광진구,자양동,현대3,27,37.528363,127.0835353,1996,20~30년
중곡동 681,광진구,중곡동,성원,11,37.5711024,127.0796089,1998,20~30년
중곡동 231-1,광진구,중곡동,신성그랜드타워,1,37.5650004,127.0803994,1996,20~30년
중곡동 292,광진구,중곡동,에스케이,22,37.5688959,127.0864699,1999,10~20년
중곡동 191-77,광진구,중곡동,중곡1단지,10,37.5663096,127.0788868,1976,30년이상
중곡동 190-26,광진구,중곡동,중곡2단지,19,37.5666337,127.0783961,1976,30년이상
화양동 113-1,광진구,화양동,광진코지웰,24,37.5470521,127.071819,2014,10년미만
화양동 234,광진구,화양동,화양현대,18,37.5443496,127.0657292,1999,10~20년
개봉동 492,구로구,개봉동,개봉푸르지오,98,37.4888722,126.8557494,2014,10년미만
개봉동 60-101,구로구,개봉동,거성푸르뫼1,23,37.5009294,126.8436121,1993,20~30년
개봉동 312-38,구로구,개봉동,길훈,16,37.4835928,126.8511157,1999,10~20년
개봉동 477,구로구,개봉동,대상,13,37.4822492,126.8498033,1999,10~20년
개봉동 335-1,구로구,개봉동,동인,10,37.4937079,126.8488948,1989,20~30년
개봉동 199-4,구로구,개봉동,림괄,11,37.4938988,126.8595738,1988,30년이상
개봉동 470,구로구,개봉동,삼환,73,37.4947309,126.8543072,1995,20~30년
개봉동 473,구로구,개봉동,상우,14,37.493709,126.8607222,1997,20~30년
개봉동 318-1,구로구,개봉동,신양지(나동),3,37.4935508,126.8511849,2004,10~20년
개봉동 475,구로구,개봉동,영화,25,37.4959779,126.8598938,1998,20~30년
개봉동 488,구로구,개봉동,영화 아이닉스,14,37.4826168,126.8491577,2005,10~20년
개봉동 483,구로구,개봉동,율포그레이스빌,3,37.4948684,126.8556689,2002,10~20년
개봉동 175-8,구로구,개봉동,청실,4,37.4954995,126.8594363,1987,30년이상
개봉동 476,구로구,개봉동,한마을,138,37.4952998,126.8625447,1999,10~20년
개봉동 481,구로구,개봉동,현대,144,37.4919831,126.8585354,1987,30년이상
개봉동 480,구로구,개봉동,현대홈타운,80,37.4915783,126.8615947,2004,10~20년
고척동 339,구로구,고척동,고척파크푸르지오,55,37.5075955,126.8580851,2009,10년미만
고척동 296,구로구,고척동,대우,73,37.5029114,126.8556072,2000,10~20년
고척동 334,구로구,고척동,벽산,61,37.4956577,126.8644437,1999,10~20년
고척동 97-3,구로구,고척동,삼명,18,37.4993368,126.8559626,1977,30년이상
고척동 141-1,구로구,고척동,서울가든,45,37.502725,126.8605614,1989,20~30년
고척동 76-55,구로구,고척동,"우성,현대아파트",25,37.498705,126.8628448,1987,30년이상
고척동 326,구로구,고척동,청구,34,37.5014697,126.8638173,1999,10~20년
고척동 329,구로구,고척동,청솔우성,10,37.5062069,126.8598491,2000,10~20년
구로동 718-16,구로구,구로동,(718-16)경원주택,1,37.4876649,126.8832843,2000,10~20년
구로동 739-43,구로구,구로동,(739-43),1,37.4885349,126.8859139,1971,30년이상
구로동 742-58,구로구,구로동,(742-58),3,37.4891076,126.8875054,1998,20~30년
구로동 743-14,구로구,구로동,(743-14),1,37.4883417,126.8871165,1997,20~30년
구로동 744-5,구로구,구로동,(744-5),1,37.4878967,126.886837,1996,20~30년
구로동 745-43,구로구,구로동,(745-43),2,37.4871271,126.8863532,1996,20~30년
구로동 780-58,구로구,구로동,(780-58),5,37.4870337,126.8887789,1997,20~30년
구로동 796-3,구로구,구로동,(796-3),3,37.4854009,126.8892407,1996,20~30년
구로동 798-24,구로구,구로동,(798-24),2,37.4850621,126.8878108,1998,20~30년
구로동 806-46,구로구,구로동,(806-46)돌담,1,37.4858644,126.8862238,1998,20~30년
구로동 97-5,구로구,구로동,SR친오애,6,37.4965817,126.8921929,2009,10년미만
구로동 1265,구로구,구로동,구로두산,159,37.4892609,126.8892355,1998,20~30년
구로동 1278,구로구,구로동,구로두산위브,66,37.4859507,126.8902253,2006,10~20년
구로동 1256,구로구,구로동,구로현대,35,37.4883204,126.8960849,1992,20~30년
구로동 1259,구로구,구로동,구일우성,60,37.4901992,126.8768791,1998,20~30년
구로동 43-4,구로구,구로동,다솜금호,18,37.5025146,126.8919571,1995,20~30년
구로동 1286,구로구,구로동,다울숲,6,37.4922791,126.8885395,2010,10년미만
구로동 106-2,구로구,구로동,대림역포스큐,9,37.4981598,126.8919457,2015,10년미만
구로동 106,구로구,구로동,동도아르떼빌,4,37.4984014,126.8912851,2003,10~20년
구로동 1257,구로구,구로동,럭키,31,37.4918818,126.8940162,1992,20~30년
구로동 97,구로구,구로동,로제리움2차,7,37.4960439,126.890958,2014,10년미만
구로동 1263,구로구,구로동,롯데,60,37.5032924,126.8841316,1999,10~20년
구로동 440,구로구,구로동,보광,16,37.4952178,126.885809,1984,30년이상
구로동 104-8,구로구,구로동,비즈트위트 레드,14,37.497077,126.8916869,2016,10년미만
구로동 44-8,구로구,구로동,비즈트위트Orange,6,37.5021707,126.8913141,2013,10년미만
구로동 98-10,구로구,구로동,비즈트위트그린,6,37.4953177,126.8904859,2012,10년미만
구로동 107-4,구로구,구로동,비즈트위트블루,8,37.4986207,126.8911348,2012,10년미만
구로동 256-1,구로구,구로동,삼성래미안,97,37.4876957,126.8918232,2004,10~20년
